,ad_id,adspot_id,real_ctr,is_clicked
203,5,7,0.22107032105890925,0
204,1,1,0.20029262394636133,1
205,2,4,0.21945447169051313,0
206,9,9,0.20290838300486702,0
207,6,5,0.18985621131260025,0
208,6,5,0.19062400566291465,0
209,2,8,0.259511533598146,1
210,9,3,0.1393534349338977,0
211,10,9,0.1908023136547605,0
212,7,4,0.1702150966906412,0
213,2,7,0.251450077524166,1
214,10,1,0.10782010678562085,0
215,6,2,0.16025994008247946,0
216,1,6,0.2497667761052247,1
217,2,6,0.24064237234550384,1
218,7,4,0.17095824695044648,0
219,10,10,0.19988351904784968,0
220,5,3,0.1797784200508229,0
221,10,9,0.1883878748045023,0
222,3,10,0.2683367680906883,1
223,8,6,0.18095208498334414,0
224,7,8,0.20935979989775189,0
225,4,1,0.1677361429216881,0
226,2,3,0.2100112782154271,0
227,10,8,0.18053310205652012,0
228,9,4,0.15081907679435386,0
229,9,9,0.20095616483253467,1
230,10,1,0.10895427264607145,0
231,2,2,0.19847559779766452,1
232,4,5,0.2112977424090372,1
233,4,1,0.16895329326836037,0
234,2,2,0.19919433648445678,0
235,8,10,0.2184383241555234,0
236,5,10,0.2508606375013962,0
237,8,8,0.19888305121420566,1
238,7,9,0.22061657796930734,1
239,8,3,0.1493557430857701,0
240,4,5,0.21193404391849793,0
241,10,7,0.16987871461119708,0
242,6,2,0.16178885693570635,1
243,10,4,0.1393352926790436,1
244,2,10,0.27838627690065393,0
245,4,7,0.2318151873520065,0
246,8,6,0.17823055774929047,0
247,1,6,0.2509116882025572,1
248,1,6,0.2503882019332973,1
249,9,4,0.15034974747489815,1
250,3,10,0.26965235218133987,0
251,4,5,0.21023307679528538,0
252,8,3,0.14958526695412688,0
253,1,9,0.281057257455076,0
254,4,6,0.2196073689289385,0
255,1,6,0.2508266206210229,0
256,5,5,0.19939207212496213,0
257,2,9,0.2717511560019086,0
258,8,9,0.20949995570847263,0
259,4,1,0.1693821754478901,0
260,3,6,0.2293776678559453,0
261,3,7,0.23933423293358685,0
262,8,9,0.20984623343825065,0
263,2,4,0.22021707809335753,1
264,8,7,0.1900648510769783,0
265,2,6,0.2409533520854292,1
266,3,1,0.18003628701067612,0
267,10,8,0.1792957137122275,0
268,3,2,0.191549106364445,0
269,8,1,0.12803139167536737,0
270,2,10,0.2792046350060993,1
271,8,7,0.1931948784450936,0
272,6,1,0.15117895349641688,0
273,5,7,0.2212975880398882,0
274,8,2,0.14130547712767733,0
275,9,7,0.18092348949751616,0
276,4,5,0.21006948298584358,0
277,8,7,0.1903925806953306,0
278,1,10,0.2893215516582164,0
279,8,9,0.21039764068982647,0
280,4,8,0.2405865481954463,0
281,6,2,0.1588062706695008,0
282,5,5,0.1989791137613539,0
283,1,9,0.2803242872971105,1
284,9,10,0.20966476611015994,0
285,7,10,0.2302476598873169,0
286,8,5,0.1697559896807367,0
287,6,8,0.21866860770135121,1
288,3,7,0.24015659588537963,0
289,2,10,0.280402163443081,0
290,10,7,0.1703558104345187,0
291,8,5,0.1701135677486395,1
292,5,3,0.17944077491274932,0
293,4,5,0.2098580340380304,0
294,4,6,0.2206263559615136,0
295,4,4,0.20040238970345042,0
296,3,5,0.21942653840857904,0
297,8,6,0.17926710185035513,0
298,4,7,0.23074172266337709,0
299,4,4,0.19745212656125105,0
300,3,5,0.21891684938941064,0
301,8,5,0.1698617191319749,0
302,3,1,0.18163050988433316,0
303,4,6,0.22030461118114242,0
304,9,2,0.12931918764306627,0
305,2,10,0.27888754050147885,0
306,5,7,0.21909801841166485,1
307,1,10,0.29072031786647134,0
308,10,2,0.11950180112566353,0
309,2,3,0.2085033596487456,0
310,2,5,0.23217268135920233,1
311,10,2,0.11859712846975512,0
312,10,10,0.19890490528409507,0
313,1,3,0.2209502881426832,0
314,9,1,0.11929038955787762,0
315,10,7,0.16945149394974338,0
316,9,10,0.2106105407372674,0
317,1,8,0.2701705040428217,1
318,3,10,0.2702515596071939,0
319,4,9,0.24796754656746836,0
320,1,1,0.19930789867040458,0
321,9,3,0.13983512736378226,1
322,8,2,0.1384370629179251,0
323,9,2,0.1309278971329503,1
324,3,1,0.1793404252917212,0
325,10,1,0.11117292976043826,0
326,10,2,0.12088295331573373,1
327,8,9,0.20989247936724653,0
328,4,4,0.20044399925777617,1
329,1,5,0.24018486195032415,0
330,6,10,0.24130650450886354,0
331,9,7,0.18067301201721842,0
332,3,9,0.2606120414905292,0
333,2,2,0.20012397541725346,0
334,8,2,0.13998743303855274,0
335,2,9,0.27124350165585853,0
336,10,6,0.1589728012701053,0
337,7,7,0.19956746704071024,0
338,3,2,0.19159401154648303,1
339,4,7,0.22996237003831108,0
340,8,1,0.1305187373848671,0
341,6,10,0.23973305455344177,1
342,4,1,0.17099697127475813,1
343,6,1,0.15075010462940114,0
344,4,1,0.1698239857218053,0
345,9,6,0.17042351144874693,0
346,9,3,0.1421326162653272,0
347,8,4,0.15984195465014153,0
348,8,8,0.2005337662053672,1
349,3,1,0.1803201934878833,0
350,6,8,0.22072657322482306,1
351,8,1,0.13085642048781362,1
352,9,1,0.1215561314739915,0
353,6,2,0.15901667789697713,0
354,4,7,0.22966746955364292,0
355,6,6,0.20131761055003183,0
356,1,4,0.23028801839405372,0
357,1,3,0.22036978542125152,0
358,3,4,0.21153113370291057,0
359,9,4,0.1504968256536305,0
360,3,7,0.2394809285599074,0
361,4,6,0.21776119282965986,0
362,8,7,0.1899108173514551,1
363,10,10,0.19848940274896754,0
364,9,8,0.18918312312298227,0
365,10,6,0.15971103157070718,0
366,10,9,0.19036620958823613,0
367,2,5,0.23027921447052982,0
368,8,7,0.19021998839885035,0
369,4,6,0.22203368907849444,0
370,2,1,0.18958956519857598,0
371,9,6,0.17149098012217717,0
372,2,7,0.25053429191126014,0
373,5,9,0.2390957080967886,0
374,4,10,0.26114894088243595,1
375,1,3,0.22150124629598464,0
376,8,5,0.17033358746968755,0
377,5,10,0.250000314131007,0
378,9,4,0.15058816999768077,0
379,5,9,0.24184183515319155,0
380,5,9,0.23810301340276754,0
381,4,7,0.22944891875349616,0
382,10,2,0.11992153643631022,0
383,1,6,0.2498180906505461,0
384,3,6,0.23167166056327634,0
385,5,3,0.17947354556535844,1
386,10,8,0.18009677996343332,0
387,7,1,0.13986896683151043,0
388,7,3,0.1604994022564361,0
389,8,8,0.20158804994264648,0
390,7,3,0.15916182759426148,0
391,10,7,0.17007136636429174,1
392,6,7,0.20946637679569036,0
393,3,9,0.2601592442404904,1
394,2,9,0.2703922184619466,1
395,1,7,0.25969245619031056,0
396,6,5,0.19048041939180466,1
397,5,7,0.22003591756597718,1
398,2,5,0.23119852130937985,0
399,4,8,0.2407146654522854,0
400,5,8,0.23036346883004433,0
401,8,2,0.1397606498718385,0
402,8,1,0.13000206802020323,0
403,5,6,0.20952995994355772,0
404,3,10,0.2682553161089015,0
405,1,6,0.2492973883794394,0
406,9,7,0.181976602350607,0
407,7,3,0.16189978130232088,0
408,6,2,0.1575184774202495,1
409,6,5,0.19015936150785526,1
410,5,6,0.20978572162718673,0
411,5,8,0.23053159994555483,0
412,5,1,0.16115286029851963,0
413,5,2,0.1703164783031946,0
414,10,6,0.15951087672585415,0
415,10,2,0.11942630733991487,1
416,5,1,0.15788872682132812,0
417,7,6,0.19038651949917873,1
418,6,7,0.20895812224777743,0
419,6,1,0.15006125184057975,1
420,3,7,0.24162969327792022,0
421,3,10,0.2706990698134885,1
422,1,9,0.2799509975864729,0
423,4,5,0.21160750553907043,1
424,8,8,0.19926078833918126,0
425,7,7,0.20011814394340688,0
426,4,8,0.24051185808652825,0
427,3,10,0.27201863682788086,0
428,5,3,0.1806257371559114,1
429,9,8,0.18950383652127167,0
430,9,7,0.18157513693349656,1
431,10,7,0.17067729306090035,0
432,3,6,0.2293745642048069,1
433,5,4,0.18983347347734347,0
434,9,6,0.16925976020255035,0
435,5,2,0.1703281337403763,0
436,1,1,0.20020378701624686,1
437,3,6,0.23076832819216936,0
438,9,5,0.1592303833417931,0
439,2,4,0.2207996551847817,1
440,3,9,0.2612085848832654,0
441,2,1,0.18940174584073804,0
442,5,4,0.19116778991173117,1
443,2,4,0.21810933842151056,0
444,7,4,0.17072960668257278,0
445,2,4,0.2207232765195663,0
446,1,2,0.20906520933875372,0
447,9,4,0.14953212390719736,0
448,2,7,0.24902955667071666,0
449,9,7,0.17845467216826316,0
450,8,6,0.1817414272862984,0
451,5,8,0.22955158252025568,1
452,2,5,0.23027142988220453,1
453,6,10,0.2400411449807288,1
454,9,7,0.17977924273714496,0
455,3,2,0.18955614214239605,0
456,9,4,0.14902792453769553,0
457,3,1,0.18066503783727686,0
458,8,1,0.12949141245033063,0
459,3,5,0.2195992057178251,0
460,9,5,0.15939188587613157,0
461,6,3,0.16993575295793154,0
462,9,1,0.1187922834822015,1
463,5,7,0.22183695333370435,0
464,10,6,0.16061106413385376,0
465,3,8,0.24937155740777864,0
466,1,6,0.2513291335045916,1
467,7,4,0.17078129905913692,0
468,3,9,0.26045925130667286,0
469,1,7,0.2621799857127636,1
470,1,6,0.249978120918517,1
471,5,6,0.21111654244830252,0
472,8,4,0.1586457472546134,0
473,9,4,0.15079203053576593,1
474,1,4,0.2300715908308398,0
475,9,2,0.13154513208093974,1
476,7,2,0.15070387458056642,0
477,4,6,0.21920259075827186,0
478,5,7,0.22004162660765106,1
479,7,4,0.16966812613035115,0
480,9,6,0.17035815254122796,0
481,4,3,0.19066052897552804,0
482,8,7,0.18997523392767834,0
483,2,9,0.26908600073867395,0
484,8,1,0.13031250472123243,0
485,9,9,0.20060860099095826,0
486,6,3,0.17019137935141027,0
487,7,5,0.18009497409467293,1
488,6,1,0.14979026493026731,0
489,2,5,0.22895119754407398,0
490,4,1,0.17003030648418263,0
491,1,2,0.21065666664937596,0
492,5,4,0.19047947341668217,0
493,5,10,0.25015393012659076,0
494,10,8,0.18053549547003456,0
495,10,3,0.12918292039743823,0
496,8,6,0.18051353813136353,0
497,9,3,0.13930133329062713,0
498,9,5,0.16066255348913092,0
499,7,6,0.19027890871746486,1
500,6,7,0.2072720037714686,0
501,8,5,0.16913475193275646,1
502,5,2,0.1702366669302993,0
503,9,5,0.1585299684267338,0
504,1,3,0.21928789688270936,1
505,6,6,0.20113175885716647,0
506,5,9,0.23973063276895185,1
507,8,1,0.13006471154759774,0
508,10,1,0.1109700302643207,0
509,9,9,0.1979430862474337,1
510,4,9,0.2503953106090242,0
511,3,8,0.24964631442714277,0
512,9,10,0.2096414045799264,0
513,4,5,0.20982505305413696,0
514,8,2,0.14059775053622645,0
515,8,5,0.17045218541469534,0
516,1,7,0.26130536226292045,0
517,3,7,0.24088460709783066,0
518,7,10,0.2304758347752979,0
519,4,10,0.2592605084174114,0
520,8,3,0.1503191114394305,0
521,3,3,0.19910572674600538,0
522,1,2,0.21089890648812432,0
523,6,3,0.1708442295692604,0
524,7,6,0.19119807831190871,0
525,9,4,0.1494950438634537,0
526,1,10,0.2876859523049904,1
527,4,2,0.18024416291096512,0
528,10,2,0.12139360161454711,0
529,7,4,0.1707777410893474,0
530,2,1,0.1913929094850651,0
531,10,8,0.18103181619574862,1
532,6,5,0.1903349925096331,0
533,9,9,0.20053653601388113,0
534,4,2,0.18033926380531695,0
535,4,9,0.2515806561204568,0
536,10,3,0.12851609654153648,0
537,1,7,0.2588839337538326,0
538,4,2,0.1787743528251697,1
539,2,2,0.19857103959060077,1
540,1,3,0.22072990586183586,0
541,7,4,0.16910209852185212,1
542,7,3,0.16012729718040503,0
543,4,2,0.18041651604277706,0
544,1,1,0.19977067120693018,0
545,5,5,0.20053312916835853,0
546,6,4,0.1799539865314855,0
547,7,7,0.19994400289737183,0
548,1,3,0.21965275253629626,1
549,1,7,0.2611441593433685,0
550,3,9,0.26062851710806234,0
551,9,8,0.1890623382326826,0
552,8,4,0.15958390832486843,0
553,9,6,0.16962222819119993,0
554,8,8,0.20107778366744103,0
555,1,2,0.2081782158198191,0
556,6,8,0.21910484971207278,0
557,9,1,0.11897755402089287,0
558,9,2,0.1300576060472274,0
559,4,4,0.20160203006120583,0
560,7,8,0.20936112021582856,0
561,2,10,0.27871897787294836,0
562,9,10,0.21142198021038738,0
563,2,1,0.1904067489861982,1
564,9,7,0.1807266972951029,1
565,8,5,0.17139326242563435,0
566,7,3,0.16007390070136515,0
567,8,10,0.21888367857827062,1
568,9,5,0.15954080775861862,0
569,6,2,0.16032037903675697,0
570,1,7,0.26050400272466456,0
571,6,9,0.22981717050272793,1
572,9,8,0.18951448317208056,1
573,4,1,0.17000862637415426,0
574,3,2,0.19011400328678274,0
575,8,10,0.22001922599382537,1
576,7,9,0.2192254303023574,0
577,3,9,0.26069396990293847,0
578,6,10,0.23923304197753986,0
579,2,8,0.2608204576958135,1
580,9,1,0.12017264140396171,0
581,1,9,0.2791731727296482,1
582,8,6,0.1800554141689589,1
583,7,8,0.21007787232545932,0
584,9,7,0.17922191849317834,0
585,6,8,0.2199421262574149,0
586,9,7,0.18079410789539457,0
587,10,9,0.1910714739870172,0
588,5,9,0.23902542434182192,0
589,9,6,0.1708042161587913,0
590,1,8,0.26928888100226783,0
591,9,4,0.14993470187622446,0
592,6,8,0.21856660603940964,0
593,3,2,0.1915147722851092,0
594,4,4,0.20090396927907261,0
595,2,9,0.26901523105552455,0
596,3,5,0.2202351602735218,1
597,1,3,0.21920665713234525,0
598,7,7,0.2022491116096587,0
599,9,5,0.16143215694556978,0
600,10,4,0.13958374183891784,0
601,3,9,0.260105338604155,0
602,10,2,0.12045323405275002,0
603,10,5,0.15003101758222256,0
604,6,1,0.14950014507156548,0
605,3,5,0.22026647315986053,1
606,10,5,0.15008507116816303,1
607,6,1,0.1490822214489027,0
608,8,10,0.21932987217985783,0
609,9,5,0.15978763668843918,0
610,2,8,0.25908181572837563,0
611,4,4,0.2003671121305335,0
612,10,6,0.159229776159575,0
613,6,5,0.19003778562469972,0
614,8,5,0.17251458545180282,0
615,2,8,0.2583401604284898,0
616,6,3,0.16842411048888115,0
617,3,9,0.2595840436568927,0
618,2,6,0.24143624732967506,0
619,8,8,0.19956093394115873,0
620,10,3,0.13199246922542923,0
621,6,9,0.23105700036054985,0
622,3,8,0.25015790096033985,0
623,8,2,0.14051645194577594,0
624,5,6,0.2086804707809459,0
625,8,1,0.13059660283324734,0
626,7,1,0.14085974765412845,0
627,1,4,0.23035062293185735,0
628,1,4,0.23144922548177074,0
629,6,10,0.238598081713791,1
630,7,2,0.14986250257697087,0
631,8,10,0.21963263045397521,1
632,4,7,0.23090263220039955,0
633,9,7,0.17966929512437327,0
634,1,6,0.25053089662915173,0
635,8,7,0.18875905765194315,1
636,9,3,0.14101485697387084,1
637,4,1,0.17116177143834335,0
638,3,10,0.27061657775868075,0
639,5,9,0.2404742211311707,0
640,6,8,0.22079254733957704,0
641,7,7,0.1998187117845127,0
642,8,3,0.15084597457634852,1
643,4,2,0.18150572059151932,0
644,10,7,0.16906623681183905,0
645,4,10,0.2591912823810016,1
646,5,4,0.1888003275670919,1
647,3,3,0.19971829182114292,0
648,9,2,0.13040066642416948,1
649,3,6,0.23090473310706863,1
650,4,10,0.259831787547874,0
651,8,3,0.15099270186183258,0
652,1,10,0.28991505510249055,0
653,8,10,0.22117926603775445,0
654,7,2,0.14936475511641542,0
655,4,2,0.17993385038793092,0
656,3,7,0.24153365016775244,0
657,3,6,0.23113926111778,0
658,1,2,0.21001537105438006,0
659,9,10,0.2108205242809668,0
660,9,8,0.19117160446218312,0
661,6,10,0.23990567890220266,0
662,7,4,0.17004862720552844,0
663,3,6,0.2300283098088652,1
664,7,3,0.16028320431011667,0
665,7,6,0.18821844945131766,0
666,10,2,0.12032299391736014,0
667,6,9,0.2290842365917021,0
668,4,7,0.23140877156878184,0
669,8,10,0.21924708624169392,0
670,4,9,0.2518075257806912,0
671,1,9,0.2790342583712395,0
672,3,10,0.2679806312919975,0
673,10,8,0.1801576135851463,0
674,5,2,0.17141349609489762,0
675,1,8,0.26882262308075944,0
676,3,7,0.23933370042346203,0
677,9,1,0.11930278107363106,0
678,2,6,0.24139158267180355,0
679,1,8,0.26989075031680854,0
680,10,4,0.13908575150155417,0
681,6,5,0.18860820755064026,0
682,10,8,0.1815764732226183,1
683,2,7,0.24906822488138852,0
684,6,5,0.18856713371373804,0
685,1,2,0.20986571452225125,0
686,10,3,0.12986940270855807,0
687,3,5,0.2214120349569742,0
688,7,1,0.14048339227653367,0
689,7,7,0.2000199201707721,0
690,6,10,0.24123068154599625,0
691,8,5,0.16946345743188668,0
692,8,4,0.16089242556069247,0
693,3,1,0.1795829867905412,0
694,6,5,0.19076144759775793,1
695,1,4,0.23014532215943753,0
696,3,6,0.22941229766534807,0
697,3,2,0.19034503560756647,0
698,3,10,0.27018409117698905,0
699,2,5,0.23094736895728285,0
700,8,1,0.12834032409518012,0
701,3,5,0.21907304768837793,0
702,6,8,0.22185212802333693,0
703,9,9,0.19941719712633357,0
704,7,2,0.151303199878635,0
705,5,8,0.22933463705176022,0
706,8,4,0.1595806838479063,0
707,3,9,0.2619565881034861,0
708,8,8,0.19985961354134535,0
709,10,8,0.1815724576319603,0
710,9,10,0.21051545298608584,0
711,2,2,0.2019931378303093,0
712,8,5,0.1696159723495892,0
713,1,6,0.2502412658018755,0
714,3,1,0.181815264055082,0
715,3,8,0.2502206176009871,0
716,2,6,0.2418118301344086,0
717,6,9,0.23080568075335475,0
718,4,2,0.18062551595174292,0
719,3,9,0.2580370550164444,0
720,4,3,0.18907021651694855,1
721,4,8,0.2408642329957774,0
722,8,4,0.16009473900061463,0
723,2,9,0.2700095070060979,0
724,5,10,0.2495568510352932,0
725,7,8,0.21129890297399515,0
726,1,9,0.27942257989096075,0
727,4,6,0.2186328577511853,0
728,8,8,0.20050849679548993,1
729,6,4,0.18058929627203907,0
730,2,3,0.2067167349162287,0
731,1,6,0.24930606936707048,0
732,8,6,0.1807205812161895,0
733,7,8,0.21086284374202796,0
734,6,2,0.16037601816050015,0
735,7,6,0.1895082312665753,0
736,3,5,0.22086392534165844,0
737,5,9,0.238741676408777,1
738,4,10,0.26043553421003685,0
739,4,4,0.20088738842185688,0
740,1,1,0.2004598120450057,0
741,8,3,0.14835054979362935,0
742,4,9,0.2499621293643953,0
743,4,10,0.2605625858209246,0
744,6,10,0.24037116471183867,0
745,1,9,0.28055200629272903,0
746,7,1,0.14122057151956918,0
747,7,1,0.13824237431686556,0
748,1,4,0.2304791674753166,0
749,9,1,0.11908723742636483,0
750,5,7,0.21950411119697227,0
751,1,2,0.21012855979505138,0
752,7,7,0.19619074569058328,0
753,2,10,0.2798102651098977,1
754,10,2,0.12113367402938856,0
755,7,8,0.20917265509767857,1
756,5,6,0.21136478882782364,0
757,9,2,0.13176368098418195,1
758,10,1,0.10901577847121761,0
759,8,6,0.17975597416847297,0
760,4,9,0.24925414963924858,0
761,6,1,0.14981851720010952,0
762,7,3,0.15854809357640612,0
763,2,2,0.20068640951127492,0
764,8,7,0.18951936015629042,0
765,5,10,0.25006063478059576,0
766,4,8,0.23790031270694312,0
767,9,8,0.1911612138879265,1
768,8,9,0.20953894699077943,0
769,5,3,0.17997412132857074,0
770,1,1,0.20102037589641827,0
771,3,8,0.24830214680271664,0
772,4,6,0.22057432859678178,0
773,9,8,0.18996687597461476,0
774,9,3,0.14062518224732481,0
775,2,3,0.20843434701731586,0
776,7,5,0.18058927392221583,0
777,9,5,0.1596397338818165,0
778,3,3,0.20167850267776846,0
779,4,7,0.2310115732660579,0
780,5,10,0.2483101879521619,0
781,4,9,0.2503582208426424,0
782,6,4,0.1795159612897969,0
783,6,10,0.24038499975035074,0
784,7,1,0.1393984663807929,0
785,4,5,0.20957972469725747,0
786,8,10,0.2211408139519473,0
787,8,10,0.22050020135301043,0
788,9,8,0.19053745890575513,0
789,9,9,0.19967282935775227,1
790,3,4,0.2093667829716429,0
791,3,1,0.18030536636957153,0
792,5,9,0.23929191090039972,0
793,4,4,0.1985023768511341,0
794,9,1,0.11937221240582489,0
795,2,2,0.20049147322776928,1
796,3,9,0.26025671423663077,0
797,4,7,0.23082784080770963,1
798,7,2,0.15012400042823829,0
799,8,8,0.19860172933172543,0
800,3,9,0.2596229971797193,0
801,10,10,0.19946497294340204,0
802,1,9,0.28073237366645826,0
803,1,3,0.21989446453571748,0
804,8,7,0.19012338811173998,0
805,10,9,0.18849983834703735,0
806,5,10,0.246946153819254,0
807,4,1,0.17126245741087684,0
808,7,5,0.17982766242459997,1
809,6,5,0.19125522883163878,1
810,8,7,0.19052727731002464,0
811,8,4,0.15938313401784443,1
812,5,6,0.20982014617991654,0
813,10,6,0.16033557705546092,0
814,7,10,0.22996677938973717,0
815,10,6,0.16044985822548616,1
816,8,7,0.19073953813638092,0
817,1,10,0.2907874792804909,1
818,3,3,0.19775255929322222,0
819,9,10,0.21102535174235046,0
820,2,4,0.22058155997638504,0
821,4,10,0.2607783187564775,1
